0.01417457,0.3781768,0.233913,-0.1748669,4.72573,3.740279,344.2349,-0.01012054,0.6820369,-0.03826661,0.7302458
0.01279642,0.3469588,0.136949,0.0552271,5.182592,2.939452,346.0216,-0.01054344,0.6822086,-0.03964721,0.7300058
0.0129256,0.2849049,0.04031294,0.04071943,5.51526,2.943358,347.2437,-0.010893,0.6824682,-0.04102127,0.729682
0.01346112,0.4258637,0.1140462,0.06601497,5.487525,3.117143,348.5323,-0.01116267,0.6827562,-0.04224074,0.7293388
0.0136228,0.5620828,0.2687596,-0.04453391,2.598031,3.017472,350.0346,-0.01172874,0.6829868,-0.04288959,0.7290761
0.01289052,0.4522613,0.186831,-0.02865839,4.92627,2.079977,352.1653,-0.01136525,0.683079,-0.04397036,0.7289311
0.01446928,0.5283906,-0.04508709,-0.3933744,4.639317,0.07905718,353.8788,-0.01121952,0.6828908,-0.04462597,0.7290698
0.01173351,0.2830619,-0.353428,-0.4240985,2.81032,358.1767,354.243,-0.0115495,0.6825472,-0.04502495,0.7293618
0.01491797,0.09907954,-0.3709289,-0.3157179,0.4070419,356.1264,352.1942,-0.01250397,0.6819861,-0.04567636,0.7298303
0.01340038,-0.002981106,-0.2053202,-0.1561083,0.008972547,355.6201,350.6843,-0.01338756,0.681538,-0.04657245,0.7301766
0.01296238,-0.1164544,0.1169291,-0.02548552,358.1739,356.0379,350.0265,-0.01456181,0.6812286,-0.04717081,0.7304044
0.01251626,-7.362171E-05,0.3328044,-0.04806231,358.4317,356.673,350.6856,-0.01531289,0.6810119,-0.04777373,0.730552
0.01323656,0.244513,0.5205504,-0.3051467,359.3201,355.5357,352.2918,-0.01567808,0.6805272,-0.04829334,0.7309615
0.013959,0.9432129,0.4654227,-0.6386629,359.8619,353.0963,355.2801,-0.01566941,0.6797101,-0.04841809,0.7317133
0.01293586,0.5849076,0.2367789,-0.7094547,0.495532,349.832,357.2483,-0.01556962,0.6785194,-0.04851127,0.7328136
0.01322244,0.8574582,0.1380645,-0.9340771,0.636135,345.6244,358.4439,-0.0155427,0.6768562,-0.04847909,0.7343527
0.01368268,0.5347511,0.2663495,-0.8738298,1.251824,340.7445,359.4167,-0.01537682,0.6747145,-0.0484876,0.736324
0.01282423,0.7857436,0.2689958,-0.8514047,1.76062,336.726,0.94517,-0.01508936,0.6722999,-0.04828822,0.7385482
0.01285417,1.178777,0.3049923,-1.337624,3.020808,330.073,4.412766,-0.0143308,0.669041,-0.04750444,0.7415674
0.01431187,1.579764,0.008961238,-2.246845,6.622307,319.9489,8.68224,-0.01284161,0.664534,-0.04624197,0.7457153
0.01322116,1.989009,-0.3719931,-2.765093,7.212735,307.116,11.53883,-0.01188078,0.658559,-0.04440258,0.751124
0.01282038,2.460787,-0.1782022,-2.880234,9.122725,288.9645,10.62667,-0.01099561,0.6503187,-0.04293198,0.7583678
0.01313732,2.35069,0.2284002,-2.641274,10.91724,274.3549,8.675874,-0.01000963,0.641072,-0.04167897,0.7662828
0.01455311,2.987637,0.2752612,-2.425413,14.73275,257.7969,6.85528,-0.008288457,0.6300235,-0.04013938,0.7754937
0.01251369,3.25718,-0.2177647,-2.811676,17.7592,237.4499,4.604685,-0.006373246,0.6166672,-0.03811652,0.7862749
0.01395728,3.390423,-0.5046883,-2.602626,17.71442,217.2674,1.570605,-0.004808495,0.6015012,-0.03616844,0.7980383
0.01286956,2.824749,-0.7069024,-1.78989,14.50081,202.2471,358.9326,-0.003864344,0.5851375,-0.03492844,0.8101723
0.01340123,1.373597,-1.036485,0.142498,7.693447,195.3559,357.8872,-0.004194671,0.5685316,-0.03506158,0.8219032
0.01375411,-0.5821837,-1.52509,2.008657,359.5339,200.805,357.1189,-0.005546727,0.5536494,-0.03661961,0.8319259
0.01298077,-2.524597,-1.549358,3.741176,350.4614,218.4407,355.2882,-0.008016537,0.541754,-0.0391822,0.8395851
0.01284903,-3.977151,-0.8827311,4.425097,344.917,240.9146,354.6049,-0.01101164,0.5326449,-0.04092016,0.8452772
0.01290293,-4.571986,-0.1175457,4.650359,344.6084,269.8605,354.0981,-0.01332418,0.5271093,-0.04153699,0.8486772
0.01413137,-5.439635,0.2312116,4.855304,345.1898,300.981,356.1506,-0.01523545,0.5248925,-0.04097386,0.8500453
0.01310182,-6.282209,0.193616,5.401054,343.3655,332.5994,357.5656,-0.0171748,0.5258683,-0.03985373,0.8494582
0.01404155,-13.18217,0.6036333,3.435291,339.2676,11.37386,358.1665,-0.01897686,0.5316719,-0.03758806,0.8459031
0.01350646,-7.654616,0.920176,5.159043,335.3648,57.38492,356.2133,-0.02010459,0.5424141,-0.03421693,0.8391734
